timestamp,speed_mph,latitude,longitude,brake_status,acceleration,heading
2026-03-14 18:41:00,36,27.950600,-82.457200,false,0.05,90
2026-03-14 18:41:01,37,27.950630,-82.457180,false,0.06,90
2026-03-14 18:41:02,38,27.950660,-82.457160,false,0.07,90
2026-03-14 18:41:03,36,27.950690,-82.457140,false,0.08,90
2026-03-14 18:41:04,37,27.950720,-82.457120,false,0.09,90
2026-03-14 18:41:05,38,27.950750,-82.457100,false,0.10,90
2026-03-14 18:41:06,36,27.950780,-82.457080,false,0.11,90
2026-03-14 18:41:07,37,27.950810,-82.457060,false,0.12,90
2026-03-14 18:41:08,42,27.950840,-82.457040,false,-0.20,90
2026-03-14 18:41:09,40,27.950870,-82.457020,false,-0.50,90
2026-03-14 18:41:10,38,27.950900,-82.457000,true,-0.80,90
2026-03-14 18:41:11,36,27.950930,-82.456980,true,-1.10,90
2026-03-14 18:41:12,34,27.950960,-82.456960,true,-1.40,90
2026-03-14 18:41:13,32,27.950990,-82.456940,true,-1.70,90
2026-03-14 18:41:14,18,27.951020,-82.456920,true,-0.80,90
2026-03-14 18:41:15,15,27.951050,-82.456900,true,-1.00,90
2026-03-14 18:41:16,12,27.951080,-82.456880,true,-1.20,90
2026-03-14 18:41:17,9,27.951110,-82.456860,true,-1.40,90
2026-03-14 18:41:18,6,27.951140,-82.456840,true,-1.60,90
2026-03-14 18:41:19,3,27.951170,-82.456820,true,-1.80,90
2026-03-14 18:41:20,0,27.951200,-82.456800,false,0.00,90
2026-03-14 18:41:21,0,27.951230,-82.456780,false,0.00,90
2026-03-14 18:41:22,0,27.951260,-82.456760,false,0.00,90
2026-03-14 18:41:23,0,27.951290,-82.456740,false,0.00,90
2026-03-14 18:41:24,0,27.951320,-82.456720,false,0.00,90
2026-03-14 18:41:25,0,27.951350,-82.456700,false,0.00,90
2026-03-14 18:41:26,0,27.951380,-82.456680,false,0.00,90
2026-03-14 18:41:27,0,27.951410,-82.456660,false,0.00,90
