timestamp,speed_mph,latitude,longitude,brake_status,acceleration,heading
2026-04-02 13:18:00,28,28.538300,-81.379200,false,0.08,90
2026-04-02 13:18:01,29,28.538330,-81.379180,false,0.08,90
2026-04-02 13:18:02,30,28.538360,-81.379160,false,0.08,90
2026-04-02 13:18:03,31,28.538390,-81.379140,false,0.08,90
2026-04-02 13:18:04,28,28.538420,-81.379120,false,0.08,90
2026-04-02 13:18:05,29,28.538450,-81.379100,false,0.08,90
2026-04-02 13:18:06,30,28.538480,-81.379080,false,0.08,90
2026-04-02 13:18:07,31,28.538510,-81.379060,false,0.08,90
2026-04-02 13:18:08,28,28.538540,-81.379040,false,0.08,90
2026-04-02 13:18:09,29,28.538570,-81.379020,false,0.08,90
2026-04-02 13:18:10,32,28.538600,-81.379000,false,-0.40,90
2026-04-02 13:18:11,28,28.538630,-81.378980,false,-0.65,90
2026-04-02 13:18:12,24,28.538660,-81.378960,false,-0.90,90
2026-04-02 13:18:13,20,28.538690,-81.378940,true,-1.15,90
2026-04-02 13:18:14,16,28.538720,-81.378920,true,-1.40,90
2026-04-02 13:18:15,12,28.538750,-81.378900,true,-1.65,90
2026-04-02 13:18:16,8,28.538780,-81.378880,true,-0.60,90
2026-04-02 13:18:17,7,28.538810,-81.378860,true,-0.60,90
2026-04-02 13:18:18,6,28.538840,-81.378840,true,-0.60,90
2026-04-02 13:18:19,5,28.538870,-81.378820,true,-0.60,90
2026-04-02 13:18:20,4,28.538900,-81.378800,true,-0.60,90
2026-04-02 13:18:21,3,28.538930,-81.378780,true,-0.60,90
2026-04-02 13:18:22,2,28.538960,-81.378760,true,-0.60,90
2026-04-02 13:18:23,1,28.538990,-81.378740,true,-0.60,90
2026-04-02 13:18:24,0,28.539020,-81.378720,false,0.00,90
2026-04-02 13:18:25,0,28.539050,-81.378700,false,0.00,90
2026-04-02 13:18:26,0,28.539080,-81.378680,false,0.00,90
2026-04-02 13:18:27,0,28.539110,-81.378660,false,0.00,90
2026-04-02 13:18:28,0,28.539140,-81.378640,false,0.00,90
2026-04-02 13:18:29,0,28.539170,-81.378620,false,0.00,90
2026-04-02 13:18:30,0,28.539200,-81.378600,false,0.00,90
2026-04-02 13:18:31,0,28.539230,-81.378580,false,0.00,90
