timestamp,speed_mph,latitude,longitude,brake_status,acceleration,heading
2026-04-18 20:52:00,48,27.767600,-82.640300,false,0.10,90
2026-04-18 20:52:01,49,27.767630,-82.640280,false,0.10,90
2026-04-18 20:52:02,48,27.767660,-82.640260,false,0.10,90
2026-04-18 20:52:03,49,27.767690,-82.640240,false,0.10,90
2026-04-18 20:52:04,48,27.767720,-82.640220,false,0.10,90
2026-04-18 20:52:05,49,27.767750,-82.640200,false,0.10,90
2026-04-18 20:52:06,48,27.767780,-82.640180,false,0.10,90
2026-04-18 20:52:07,49,27.767810,-82.640160,false,0.10,90
2026-04-18 20:52:08,52,27.767840,-82.640140,true,-1.20,90
2026-04-18 20:52:09,42,27.767870,-82.640120,true,-1.60,90
2026-04-18 20:52:10,32,27.767900,-82.640100,true,-2.00,90
2026-04-18 20:52:11,22,27.767930,-82.640080,true,-2.40,90
2026-04-18 20:52:12,18,27.767960,-82.640060,false,0.30,90
2026-04-18 20:52:13,20,27.767990,-82.640040,false,0.30,90
2026-04-18 20:52:14,22,27.768020,-82.640020,false,0.30,90
2026-04-18 20:52:15,24,27.768050,-82.640000,false,0.30,90
2026-04-18 20:52:16,26,27.768080,-82.639980,false,0.30,90
2026-04-18 20:52:17,28,27.768110,-82.639960,false,0.30,90
2026-04-18 20:52:18,24,27.768140,-82.639940,false,-0.30,90
2026-04-18 20:52:19,22,27.768170,-82.639920,false,-0.30,90
2026-04-18 20:52:20,20,27.768200,-82.639900,false,-0.30,90
2026-04-18 20:52:21,18,27.768230,-82.639880,true,-0.30,90
2026-04-18 20:52:22,16,27.768260,-82.639860,true,-0.30,90
2026-04-18 20:52:23,14,27.768290,-82.639840,true,-0.30,90
2026-04-18 20:52:24,12,27.768320,-82.639820,true,-0.30,90
2026-04-18 20:52:25,10,27.768350,-82.639800,true,-0.30,90
2026-04-18 20:52:26,8,27.768380,-82.639780,false,0.00,90
2026-04-18 20:52:27,7,27.768410,-82.639760,false,0.00,90
2026-04-18 20:52:28,6,27.768440,-82.639740,false,0.00,90
2026-04-18 20:52:29,5,27.768470,-82.639720,false,0.00,90
2026-04-18 20:52:30,4,27.768500,-82.639700,false,0.00,90
2026-04-18 20:52:31,3,27.768530,-82.639680,false,0.00,90
2026-04-18 20:52:32,2,27.768560,-82.639660,false,0.00,90
2026-04-18 20:52:33,2,27.768590,-82.639640,false,0.00,90
